"220","中華そば 鍾馗","https://s1.spkimg.com/image/2019/12/23/12/XGfwvSUCaWp0rcVbk221k30pV3MsMquQ.jpg","2019-12-28 07:58:08","2019-12-28 07:58:08","〒380-0821 長野県長野市鶴賀上千歳町1337このお店は「長野県長野市南石堂町1420-3」から移転しました。",NULL,NULL
"221","柏 王道家","https://s1.spkimg.com/image/2019/12/23/11/fvZOujg53lnRgeVJjLvwtX2soRJTctHM.jpg","2019-12-28 07:58:09","2019-12-28 07:58:09","〒277-0841 千葉県柏市明原1-7-26",NULL,NULL
"222","ラーメン二郎 千住大橋駅前店","https://s1.spkimg.com/image/2019/12/25/22/mrYIakTqBioeGXvkuSna9P83UzmRuEFZ.jpg","2019-12-28 07:58:09","2019-12-28 07:58:09","〒120-0038 東京都足立区千住橋戸町 10-8",NULL,NULL
"223","くじら食堂 nonowa東小金井店","https://s1.spkimg.com/image/2019/12/23/15/QyBCXDSEq5piF0HOge2Z45NQohqFRdgu.jpg","2019-12-28 07:58:09","2019-12-28 07:58:09","〒184-0002 東京都小金井市梶野町5-1-19 nonowa東小金井このお店は「東京都小金井市梶野町5-1-19」から移転しました。",NULL,NULL
"224","麺家 紫極","https://s1.spkimg.com/image/2019/12/23/16/qxVb5AHWA6gQMY4iWRbapBUoioKJvLkt.jpg","2019-12-28 07:58:10","2019-12-28 07:58:10","〒330-0835 埼玉県さいたま市大宮区北袋町1丁目328-2 -1F",NULL,NULL
"225","ラーメン二郎 神田神保町店","https://s1.spkimg.com/image/2019/12/21/19/bgLiJVv6HnMSOGhe6djPQEBzZWu9CK8o.jpg","2019-12-28 07:58:10","2019-12-28 07:58:10","〒101-0051 東京都千代田区神田神保町1-21-4このお店は「東京都千代田区神田神保町2-4-11 松好ビル1F」から移転しました。",NULL,NULL
"226","手打式 超多加水麺 ののくら","https://s1.spkimg.com/image/2019/12/26/17/fukUsRGwpjKeVHSIF86C5cAJLg2O0Cqc.jpg","2019-12-28 07:58:10","2019-12-28 07:58:10","〒125-0061 東京都葛飾区亀有3-11-11 マーベラス大協ビル1F",NULL,NULL
"227","麺屋 ひな多","https://s1.spkimg.com/image/2019/12/24/23/pXANfJWSgwOERITGjB9zbreZjmP8bLsV.jpg","2019-12-28 07:58:10","2019-12-28 07:58:10","〒365-0027 埼玉県鴻巣市上谷1140-5このお店は「埼玉県川越市連雀町8-3」から移転しました。",NULL,NULL
"228","中華蕎麦 とみ田","https://s1.spkimg.com/image/2019/12/25/05/2sjKVIPa7ceU8RN8CqGScrCY52itOvqy.jpg","2019-12-28 07:58:10","2019-12-28 07:58:10","〒271-0092 千葉県松戸市松戸1339 高橋ビル1F",NULL,NULL
"229","MENYA 食い味の道有楽","https://s1.spkimg.com/image/2019/12/19/17/2lDsUwEXshqPCeWab7cMt8XidIBAdqjh.jpg","2019-12-28 07:58:11","2019-12-28 07:58:11","〒277-0835 千葉県柏市松ヶ崎435-1",NULL,NULL
"230","らぁめん山と樹","https://s1.spkimg.com/image/2019/12/19/09/qoSjzV5MBm1n2Fcx0DlluaWLYrivtCQG.jpg","2019-12-28 07:58:11","2019-12-28 07:58:11","〒166-0003 東京都杉並区高円寺南5-21-7 高円寺マンション107",NULL,NULL
"231","麺屋 一燈","https://s1.spkimg.com/image/2019/12/24/22/6DssmLuPpIhBWJ9APfzQIqCRdpUo547r.jpg","2019-12-28 07:58:11","2019-12-28 07:58:11","〒124-0023 東京都葛飾区東新小岩1-4-17",NULL,NULL
"232","麺屋 真心","https://s1.spkimg.com/image/2019/12/27/22/ojF0lQL0qs8YYxhJKyZFXPRdwfVAOUV9.jpg","2019-12-28 07:58:12","2019-12-28 07:58:12","〒350-1215 埼玉県日高市高萩東1-15-2",NULL,NULL
"233","つけ麺 一燈","https://s1.spkimg.com/image/2019/07/08/16/v9ADteDjMNKC4lzLNYELifBHgFqIVdOU.jpg","2019-12-28 07:58:12","2019-12-28 07:58:12","〒124-0023 東京都葛飾区東新小岩1-3-7",NULL,NULL
"234","ラーメン二郎 八王子野猿街道店2","https://s1.spkimg.com/image/2018/12/16/18/adUjmsDIFyzY8CY8l741gTBsiioGkSHx.jpg","2019-12-28 07:58:12","2019-12-28 07:58:12","〒192-0355 東京都八王子市堀之内2-13-16",NULL,NULL
"235","ラーメン二郎 川越店","https://s1.spkimg.com/image/2019/12/28/15/3PadkJRU2trjTsofKRzLFkNbXmAwYB95.jpg","2019-12-28 07:58:12","2019-12-28 07:58:12","〒350-1126 埼玉県川越市旭町1-4-15",NULL,NULL
"236","ハイパーファットン","https://s1.spkimg.com/image/2019/12/18/23/81VFUsBP5D4k8TFXOl35T2I3IHgvRdZN.jpg","2019-12-28 07:58:12","2019-12-28 07:58:12","〒223-0057 神奈川県横浜市港北区新羽町1688-1",NULL,NULL
"237","鶏こく中華 すず喜","https://s1.spkimg.com/image/2019/12/08/00/Xb8fmh9ekUrTWEeg2HEvB5UqTsAGifsy.jpg","2019-12-28 07:58:13","2019-12-28 07:58:13","〒181-0013 東京都三鷹市下連雀3-28-21 公団三鷹駅前第2アパートB-1",NULL,NULL
"238","杉田家 千葉店","https://s1.spkimg.com/image/2019/12/12/10/o3lZxsL0TgtIkXVoRCU3kdeBmDfmi6MR.jpg","2019-12-28 07:58:13","2019-12-28 07:58:13","〒260-0007 千葉県千葉市中央区祐光4-17",NULL,NULL
"239","三ん寅","https://s1.spkimg.com/image/2019/12/11/20/4otI92YSvvWRe6LguymuVkyW51ANnGqf.jpg","2019-12-28 07:58:13","2019-12-28 07:58:13","〒162-0801 東京都新宿区山吹町362 プレステージ362 1F 102号",NULL,NULL
"240","中華そば 勝本","https://s1.spkimg.com/image/2019/12/25/05/H5xpCVONYaU7XgwEhuTdu183znnPRpai.jpg","2019-12-28 07:58:13","2019-12-28 07:58:13","〒101-0061 東京都千代田区三崎町2-15-5 三崎町SSビル1F",NULL,NULL
"241","ラーメン二郎 亀戸店","https://s1.spkimg.com/image/2019/12/25/21/IQgXtbbSSos5xdV72pD21JXqNcR8xVH4.jpg","2019-12-28 07:58:14","2019-12-28 07:58:14","〒136-0071 東京都江東区亀戸4-35-17 エレガントコーポラス101号",NULL,NULL
"242","中華蕎麦 瑞山（ZUIZAN）","https://s1.spkimg.com/image/2019/12/27/21/CKwL3SOVf0OtzZyE863D2bPNQIfodszj.jpg","2019-12-28 07:58:14","2019-12-28 07:58:14","〒351-0011 埼玉県朝霞市本町2-8-15",NULL,NULL
"243","寿製麺よしかわ 保谷店","https://s1.spkimg.com/image/2019/12/24/11/GvltRSjME3A9XxilCkIBx2rd2iObIVpH.jpg","2019-12-28 07:58:14","2019-12-28 07:58:14","〒202-0015 東京都西東京市保谷町5-8-15",NULL,NULL
